activation,model_type,corruption_mode,p,sigma,mlp_width,repeats,mean_test_accuracy,std_test_accuracy,stderr_test_accuracy,mean_test_loss,std_test_loss,stderr_test_loss
gelu,mlp,replacement,0.65,0.0,256,100,0.951108,0.020858771200624456,0.0020858771200624455,0.29401684894907004,0.29071914857311193,0.02907191485731119
gelu,mlp,replacement,0.7000000000000001,0.0,256,100,0.908655,0.0410278329308288,0.0041027832930828805,1.212380475460057,1.5523149985444389,0.1552314998544439
gelu,mlp,replacement,0.75,0.0,256,100,0.84799,0.03308202684238074,0.0033082026842380743,5.165412475194055,3.6735718265714206,0.36735718265714207
gelu,mlp,replacement,0.8,0.0,256,100,0.772263,0.02882157405486383,0.002882157405486383,18.1940943655262,6.906915998407174,0.6906915998407175
gelu,mlp,replacement,0.8500000000000001,0.0,256,100,0.699773,0.03304345579687451,0.003304345579687451,29.86641487548065,5.779079548672582,0.5779079548672582
gelu,mlp,replacement,0.9,0.0,256,100,0.686179,0.019628913851764702,0.00196289138517647,11.228668057964326,3.7163863409392706,0.37163863409392706
gelu,mlp,replacement,0.9500000000000001,0.0,256,100,0.404078,0.1940249899265556,0.01940249899265556,11.365742996191978,16.96942307358489,1.6969423073584888
gelu,mlp,replacement,1.0,0.0,256,100,0.113389,0.0011044360551883481,0.0001104436055188348,2.300581941242218,0.0012682132888421202,0.00012682132888421202
gelu,mlp,replacement,0.0,0.0,512,100,0.981734,0.001610603613556114,0.0001610603613556114,0.10051897425040665,0.010037092968322352,0.0010037092968322352
gelu,mlp,replacement,0.05,0.0,512,100,0.98383,0.001281054253339806,0.0001281054253339806,0.07941686783475216,0.006749203604090765,0.0006749203604090765
gelu,mlp,replacement,0.1,0.0,512,100,0.984067,0.001379859050772941,0.0001379859050772941,0.075344823598615,0.007083535999931988,0.0007083535999931988
gelu,mlp,replacement,0.15000000000000002,0.0,512,100,0.983519,0.0013099385481769761,0.00013099385481769762,0.07696207131715292,0.007195680119161672,0.0007195680119161672
gelu,mlp,replacement,0.2,0.0,512,100,0.982678,0.0012677207894485328,0.00012677207894485327,0.08036257520024317,0.006062323792531864,0.0006062323792531863
gelu,mlp,replacement,0.25,0.0,512,100,0.981589,0.0014640283467200975,0.00014640283467200974,0.08354168605856184,0.007256323494919919,0.0007256323494919919
gelu,mlp,replacement,0.30000000000000004,0.0,512,100,0.980924,0.0013485636803651463,0.00013485636803651463,0.08572138115950491,0.007206057003008201,0.0007206057003008202
gelu,mlp,replacement,0.35000000000000003,0.0,512,100,0.979924,0.0014763549708657479,0.00014763549708657477,0.09007475221297224,0.00719558533762046,0.000719558533762046
gelu,mlp,replacement,0.4,0.0,512,100,0.978995,0.00147928192039246,0.000147928192039246,0.09337041403601239,0.007018562727581593,0.0007018562727581593
gelu,mlp,replacement,0.45,0.0,512,100,0.977932,0.0014019900142297741,0.0001401990014229774,0.09920704605397951,0.008130521040192571,0.0008130521040192572
gelu,mlp,replacement,0.5,0.0,512,100,0.976322,0.0016932560349811208,0.0001693256034981121,0.10812501244301169,0.00811144179276573,0.000811144179276573
gelu,mlp,replacement,0.55,0.0,512,100,0.974032,0.0015396025461137627,0.00015396025461137628,0.12128238147977505,0.007898259503027945,0.0007898259503027945
gelu,mlp,replacement,0.6000000000000001,0.0,512,100,0.970242,0.003039940130989422,0.0003039940130989422,0.14606876581560968,0.02082855781128314,0.0020828557811283137
gelu,mlp,replacement,0.65,0.0,512,100,0.957856,0.016410218280083905,0.0016410218280083905,0.32676197053320377,0.48615738561192506,0.04861573856119251
gelu,mlp,replacement,0.7000000000000001,0.0,512,100,0.903963,0.024892395043466582,0.002489239504346658,2.1466947087991213,1.9620045434209286,0.19620045434209285
gelu,mlp,replacement,0.75,0.0,512,100,0.8407250000000001,0.01607767629354441,0.001607767629354441,12.949910364522458,5.637249999447087,0.5637249999447087
gelu,mlp,replacement,0.8,0.0,512,100,0.776294,0.017631062475075062,0.0017631062475075062,34.744393471481324,7.123108798065747,0.7123108798065747
gelu,mlp,replacement,0.8500000000000001,0.0,512,100,0.704446,0.024532465917636574,0.0024532465917636572,47.447846572143554,6.014700520258639,0.6014700520258639
gelu,mlp,replacement,0.9,0.0,512,100,0.663098,0.02483134704360599,0.002483134704360599,25.20854676901245,4.225927704896515,0.4225927704896515
gelu,mlp,replacement,0.9500000000000001,0.0,512,100,0.36593,0.19829402335925306,0.019829402335925304,17.729285919669152,23.673658214028418,2.3673658214028417
gelu,mlp,replacement,1.0,0.0,512,100,0.109831,0.013576956175814961,0.001357695617581496,2.3012843056259156,0.0018839208982015655,0.00018839208982015656
relu,mlp,replacement,0.0,0.0,64,100,0.974043,0.0017392098780768261,0.00017392098780768262,0.10481387772837873,0.0071573017349640874,0.0007157301734964088
relu,mlp,replacement,0.05,0.0,64,100,0.977281,0.0014512542850927208,0.00014512542850927208,0.07841620695154142,0.005164570989282837,0.0005164570989282838
relu,mlp,replacement,0.1,0.0,64,100,0.976491,0.0018045550698163764,0.00018045550698163765,0.07740950089576518,0.005773978043001079,0.000577397804300108
relu,mlp,replacement,0.15000000000000002,0.0,64,100,0.975167,0.0019379914860494076,0.00019379914860494075,0.08052368148807168,0.006560610844502708,0.0006560610844502708
relu,mlp,replacement,0.2,0.0,64,100,0.973292,0.002108823368611034,0.00021088233686110343,0.08613595672962975,0.006256677581886843,0.0006256677581886843
relu,mlp,replacement,0.25,0.0,64,100,0.971814,0.0021739374416022157,0.00021739374416022156,0.09112877395765501,0.006786542309489049,0.000678654230948905
relu,mlp,replacement,0.30000000000000004,0.0,64,100,0.969334,0.0023446202251110903,0.00023446202251110903,0.09945921950666438,0.007364971749165289,0.000736497174916529
relu,mlp,replacement,0.35000000000000003,0.0,64,100,0.967896,0.0021515073785604395,0.00021515073785604395,0.10578386787246889,0.007485738605146032,0.0007485738605146031
relu,mlp,replacement,0.4,0.0,64,100,0.964613,0.0025087708145623802,0.000250877081456238,0.11866500254801317,0.007874990477833277,0.0007874990477833276
relu,mlp,replacement,0.45,0.0,64,100,0.961006,0.0031640423511704137,0.00031640423511704134,0.13320365623535088,0.010148208527000315,0.0010148208527000315
relu,mlp,replacement,0.5,0.0,64,100,0.95618,0.004578012669270369,0.00045780126692703693,0.15181526299305376,0.014288416635080204,0.0014288416635080204
relu,mlp,replacement,0.55,0.0,64,100,0.949739,0.0044730503015280275,0.00044730503015280273,0.17937908102599065,0.013483413384107988,0.0013483413384107988
relu,mlp,replacement,0.6000000000000001,0.0,64,100,0.939168,0.005961709150906305,0.0005961709150906305,0.21876488612977696,0.018169709548566306,0.0018169709548566306
relu,mlp,replacement,0.65,0.0,64,100,0.924497,0.007816705891870302,0.0007816705891870302,0.272857630701486,0.020669660144251353,0.0020669660144251355
relu,mlp,replacement,0.7000000000000001,0.0,64,100,0.904389,0.012905525134608046,0.0012905525134608046,0.3384475217203945,0.0344180618768229,0.00344180618768229
relu,mlp,replacement,0.75,0.0,64,100,0.874158,0.018585758956792698,0.0018585758956792698,0.42994205214107034,0.05182252269073343,0.0051822522690733435
relu,mlp,replacement,0.8,0.0,64,100,0.828597,0.021835555660436032,0.0021835555660436033,0.5524258734195232,0.056570369531932715,0.0056570369531932715
relu,mlp,replacement,0.8500000000000001,0.0,64,100,0.774511,0.029010683876806487,0.0029010683876806486,0.6861419983563423,0.07317003837802302,0.007317003837802302
relu,mlp,replacement,0.9,0.0,64,100,0.700502,0.06744054563836209,0.006744054563836209,0.8689152129106522,0.17350533093233228,0.017350533093233228
relu,mlp,replacement,0.9500000000000001,0.0,64,100,0.318269,0.12896106055317627,0.012896106055317626,1.8169687844018936,0.2883599716801545,0.028835997168015447
relu,mlp,replacement,1.0,0.0,64,100,0.1135,0.0,0.0,2.300976586303711,0.00027832378140953064,2.7832378140953063e-05
relu,mlp,replacement,0.0,0.0,128,100,0.977441,0.0018958425567541226,0.00018958425567541226,0.10784954401650695,0.010944858212988256,0.0010944858212988255
relu,mlp,replacement,0.05,0.0,128,100,0.980973,0.0011698593932605726,0.00011698593932605726,0.0738730653573226,0.004828115806827778,0.00048281158068277783
relu,mlp,replacement,0.1,0.0,128,100,0.981353,0.0014323725074155815,0.00014323725074155816,0.06787743352848238,0.004964962382767559,0.0004964962382767559
relu,mlp,replacement,0.15000000000000002,0.0,128,100,0.980696,0.0015676683322693018,0.00015676683322693018,0.06862903529537413,0.005753414851495286,0.0005753414851495286
relu,mlp,replacement,0.2,0.0,128,100,0.979366,0.0016779284847692369,0.0001677928484769237,0.07194264486279148,0.0064038750622133715,0.0006403875062213372
relu,mlp,replacement,0.25,0.0,128,100,0.978291,0.0015178336535997662,0.00015178336535997663,0.07444689311832259,0.005916453530041867,0.0005916453530041867
relu,mlp,replacement,0.30000000000000004,0.0,128,100,0.977312,0.001792444141389067,0.0001792444141389067,0.07856872660696235,0.006562262880666618,0.0006562262880666618
relu,mlp,replacement,0.35000000000000003,0.0,128,100,0.975878,0.0014784843590650498,0.00014784843590650497,0.08440645708538227,0.0054066902636183065,0.0005406690263618306
relu,mlp,replacement,0.4,0.0,128,100,0.97416,0.001641097193952876,0.0001641097193952876,0.09233770404679742,0.006469296711097468,0.0006469296711097467
relu,mlp,replacement,0.45,0.0,128,100,0.971983,0.002042794899151651,0.00020427948991516508,0.10284287192658939,0.007044027395682686,0.0007044027395682686
relu,mlp,replacement,0.5,0.0,128,100,0.969382,0.001749535938470542,0.0001749535938470542,0.11775064835025266,0.006974844831707201,0.0006974844831707202
relu,mlp,replacement,0.55,0.0,128,100,0.965536,0.0019251244115640954,0.00019251244115640954,0.13700842246824485,0.007288763835032597,0.0007288763835032597
relu,mlp,replacement,0.6000000000000001,0.0,128,100,0.960093,0.0025769460607470997,0.00025769460607471,0.16510134212767316,0.009394535084082178,0.0009394535084082178
relu,mlp,replacement,0.65,0.0,128,100,0.951203,0.003420890381172712,0.00034208903811727123,0.2056007698307021,0.012899638049803527,0.0012899638049803526
relu,mlp,replacement,0.7000000000000001,0.0,128,100,0.937479,0.004890691055464451,0.000489069105546445,0.26385601295780947,0.016371989198386325,0.0016371989198386324
relu,mlp,replacement,0.75,0.0,128,100,0.917696,0.007621363657509069,0.0007621363657509068,0.33736040454934535,0.024830093544839518,0.0024830093544839517
relu,mlp,replacement,0.8,0.0,128,100,0.880242,0.01090676102241174,0.001090676102241174,0.4541795414233506,0.03361092986722986,0.0033610929867229863
relu,mlp,replacement,0.8500000000000001,0.0,128,100,0.822024,0.019321620635961156,0.0019321620635961156,0.5835154587249756,0.05177257998410414,0.005177257998410414
relu,mlp,replacement,0.9,0.0,128,100,0.748317,0.02871293107643315,0.002871293107643315,0.745335908750534,0.07377618187924623,0.007377618187924623
relu,mlp,replacement,0.9500000000000001,0.0,128,100,0.23749,0.12576941559854685,0.012576941559854685,2.0070769360675813,0.29153108358118673,0.029153108358118674
relu,mlp,replacement,1.0,0.0,128,100,0.1135,0.0,0.0,2.300865647846222,0.0002667158248442654,2.6671582484426543e-05
relu,mlp,replacement,0.0,0.0,256,100,0.979948,0.0019256936412628124,0.00019256936412628123,0.10411946964594729,0.009576617895249584,0.0009576617895249584
relu,mlp,replacement,0.05,0.0,256,100,0.982819,0.0013264761588509643,0.00013264761588509643,0.07633633252760652,0.005793052779792804,0.0005793052779792804
relu,mlp,replacement,0.1,0.0,256,100,0.983036,0.001268819924181518,0.0001268819924181518,0.07045080955599656,0.005826282706134057,0.0005826282706134057
relu,mlp,replacement,0.15000000000000002,0.0,256,100,0.983101,0.0012490392307689974,0.00012490392307689974,0.0685551330427447,0.005297102227455029,0.0005297102227455029
relu,mlp,replacement,0.2,0.0,256,100,0.982108,0.00148186909003461,0.000148186909003461,0.07073448236251384,0.006004082137602386,0.0006004082137602387
relu,mlp,replacement,0.25,0.0,256,100,0.981228,0.0015975030516402764,0.00015975030516402763,0.07304960448648481,0.0064211369104151695,0.0006421136910415169
relu,mlp,replacement,0.30000000000000004,0.0,256,100,0.980262,0.00194965535415878,0.000194965535415878,0.0765168104304618,0.0074997841188175806,0.0007499784118817581
relu,mlp,replacement,0.35000000000000003,0.0,256,100,0.978938,0.001559729463721198,0.00015597294637211982,0.08144823590254609,0.006721737789000585,0.0006721737789000585
relu,mlp,replacement,0.4,0.0,256,100,0.977762,0.0017154462976147092,0.00017154462976147093,0.08718834989664795,0.007103104970687516,0.0007103104970687516
relu,mlp,replacement,0.45,0.0,256,100,0.976341,0.0016612101011009989,0.00016612101011009988,0.09485959002746507,0.007519181171362664,0.0007519181171362665
relu,mlp,replacement,0.5,0.0,256,100,0.974263,0.0014756459602492701,0.00014756459602492702,0.10756552968883779,0.007064853304886899,0.0007064853304886899
relu,mlp,replacement,0.55,0.0,256,100,0.971097,0.0017326543221312242,0.00017326543221312242,0.1259779920939781,0.0076538604939033195,0.000765386049390332
relu,mlp,replacement,0.6000000000000001,0.0,256,100,0.966809,0.0019109209821444747,0.00019109209821444747,0.15148609682849434,0.008419477660104972,0.0008419477660104972
relu,mlp,replacement,0.65,0.0,256,100,0.960488,0.002199057980136035,0.00021990579801360352,0.1872819219190442,0.010761153130285417,0.0010761153130285418
relu,mlp,replacement,0.7000000000000001,0.0,256,100,0.950403,0.00294290519724982,0.000294290519724982,0.23983174755006925,0.01322843270269133,0.001322843270269133
relu,mlp,replacement,0.75,0.0,256,100,0.932614,0.005219310682456059,0.0005219310682456059,0.3163786306475829,0.019916981346462605,0.0019916981346462604
relu,mlp,replacement,0.8,0.0,256,100,0.903128,0.007606734910590751,0.000760673491059075,0.41340267765067146,0.024565157637897957,0.0024565157637897956
relu,mlp,replacement,0.8500000000000001,0.0,256,100,0.852932,0.011027446485927742,0.0011027446485927742,0.5377892609302998,0.033890102652668626,0.0033890102652668628
relu,mlp,replacement,0.9,0.0,256,100,0.7633759999999999,0.02806040313324098,0.0028060403133240977,0.7156690432229043,0.07291874972571212,0.007291874972571212
relu,mlp,replacement,0.9500000000000001,0.0,256,100,0.156275,0.07210580611157467,0.007210580611157468,2.2030807974948883,0.17061153459326092,0.017061153459326094
relu,mlp,replacement,1.0,0.0,256,100,0.1135,0.0,0.0,2.3008408784713743,0.00023745877681922222,2.374587768192222e-05
relu,mlp,replacement,0.0,0.0,512,100,0.980968,0.0019862467117656873,0.00019862467117656872,0.10232264628956626,0.011184006669359179,0.0011184006669359178
relu,mlp,replacement,0.05,0.0,512,100,0.9837130000000001,0.0014453134608104965,0.00014453134608104966,0.08058464443073814,0.00783849330107426,0.000783849330107426
relu,mlp,replacement,0.1,0.0,512,100,0.983862,0.0012618858902452281,0.00012618858902452282,0.07613397084910471,0.007301610891404072,0.0007301610891404072
relu,mlp,replacement,0.15000000000000002,0.0,512,100,0.983734,0.001475074235420031,0.0001475074235420031,0.07405806705962938,0.007137096128502645,0.0007137096128502645
relu,mlp,replacement,0.2,0.0,512,100,0.982639,0.0015600573707399321,0.00015600573707399322,0.07642159273868203,0.006615072963275694,0.0006615072963275695
relu,mlp,replacement,0.25,0.0,512,100,0.981864,0.0012854975690369894,0.00012854975690369894,0.07857857680716793,0.006264036999583451,0.0006264036999583452
relu,mlp,replacement,0.30000000000000004,0.0,512,100,0.98098,0.0013379835574475528,0.0001337983557447553,0.08175610452132746,0.006525408637801762,0.0006525408637801761
relu,mlp,replacement,0.35000000000000003,0.0,512,100,0.980125,0.0016390469791924829,0.00016390469791924828,0.08366004483607235,0.00791177741618638,0.000791177741618638
relu,mlp,replacement,0.4,0.0,512,100,0.979285,0.0015724741651295955,0.00015724741651295955,0.08741462706342777,0.007456323413198274,0.0007456323413198274
relu,mlp,replacement,0.45,0.0,512,100,0.978073,0.0015831522352572423,0.00015831522352572423,0.09514872018609193,0.006988943300959922,0.0006988943300959922
relu,mlp,replacement,0.5,0.0,512,100,0.976344,0.001479954053340844,0.0001479954053340844,0.10578461139179582,0.007387996294960844,0.0007387996294960844
relu,mlp,replacement,0.55,0.0,512,100,0.973692,0.0017682578997420069,0.0001768257899742007,0.12370671515343754,0.008917406016853405,0.0008917406016853405
relu,mlp,replacement,0.6000000000000001,0.0,512,100,0.970297,0.0015333919916316278,0.00015333919916316277,0.14731205750210682,0.008724630007107733,0.0008724630007107733
relu,mlp,replacement,0.65,0.0,512,100,0.964484,0.0015878740504208745,0.00015878740504208746,0.18516981797990767,0.008981292807342516,0.0008981292807342516
relu,mlp,replacement,0.7000000000000001,0.0,512,100,0.955454,0.0026136725120029817,0.00026136725120029817,0.23846746398669172,0.01358850999450582,0.001358850999450582
relu,mlp,replacement,0.75,0.0,512,100,0.939816,0.0038257997856657364,0.00038257997856657366,0.3122196833646939,0.018093206268211405,0.0018093206268211405
relu,mlp,replacement,0.8,0.0,512,100,0.909976,0.0063863780032190395,0.000638637800321904,0.42310511048375443,0.026476828036785766,0.0026476828036785765
relu,mlp,replacement,0.8500000000000001,0.0,512,100,0.866296,0.009387746481451235,0.0009387746481451236,0.5253458910534978,0.03238872166937669,0.003238872166937669
relu,mlp,replacement,0.9,0.0,512,100,0.763726,0.025283111438270407,0.0025283111438270407,0.724857660589695,0.06779132046368916,0.006779132046368916
relu,mlp,replacement,0.9500000000000001,0.0,512,100,0.127162,0.033784007399951826,0.0033784007399951825,2.2720610771560668,0.0668811334104892,0.006688113341048919
relu,mlp,replacement,1.0,0.0,512,100,0.1135,0.0,0.0,2.300779709186554,0.00022913965435614287,2.2913965435614288e-05
sigmoid,mlp,replacement,0.0,0.0,64,100,0.973059,0.0011096932008442739,0.00011096932008442739,0.09092467984217126,0.0035123920017143366,0.00035123920017143367
sigmoid,mlp,replacement,0.05,0.0,64,100,0.971323,0.0014518853260502378,0.00014518853260502378,0.09446165018040593,0.004564540864813505,0.00045645408648135053
sigmoid,mlp,replacement,0.1,0.0,64,100,0.965514,0.0021469988355842184,0.00021469988355842185,0.11452652147400752,0.007354653986372434,0.0007354653986372435
sigmoid,mlp,replacement,0.15000000000000002,0.0,64,100,0.956296,0.003914483874024771,0.0003914483874024771,0.14484420417309551,0.01265296492030648,0.001265296492030648
sigmoid,mlp,replacement,0.2,0.0,64,100,0.944725,0.005115532719082147,0.0005115532719082147,0.1817439507982582,0.017809177990807185,0.0017809177990807186
sigmoid,mlp,replacement,0.25,0.0,64,100,0.936082,0.007156261314401538,0.0007156261314401538,0.209938546236258,0.02328123533358729,0.0023281235333587292
sigmoid,mlp,replacement,0.30000000000000004,0.0,64,100,0.924047,0.010517893848104766,0.0010517893848104765,0.24890667279316486,0.03415902725902198,0.003415902725902198
sigmoid,mlp,replacement,0.35000000000000003,0.0,64,100,0.910011,0.013163251080185316,0.0013163251080185315,0.29186654249070587,0.04258250071047278,0.004258250071047278
sigmoid,mlp,replacement,0.4,0.0,64,100,0.901402,0.013384528232253837,0.0013384528232253837,0.31819616140702367,0.041490704215212025,0.004149070421521203
sigmoid,mlp,replacement,0.45,0.0,64,100,0.894802,0.01437809431044323,0.001437809431044323,0.3369919130338728,0.04382362827165294,0.004382362827165294
